"id","name","priority","is_ok","is_stopped"
"0","不明","99","FALSE","FALSE"
"10","不可","10","FALSE","FALSE"
"20","応相談","20","FALSE","FALSE"
"30","可","30","TRUE","FALSE"
"31","犬可","31","TRUE","FALSE"
"32","猫可","32","TRUE","FALSE"
"33","犬猫可","33","TRUE","FALSE"
"34","小動物のみ可","34","FALSE","FALSE"
"40","ペット付","40","TRUE","FALSE"
"41","犬付","41","TRUE","FALSE"
"42","猫付","42","TRUE","FALSE"
