"id","name","priority","is_stopped"
"0","不明","99","FALSE"
"1","インターネット無料","1","FALSE"
"2","光ファイバー利用可","2","FALSE"
"3","インターネット利用可","3","FALSE"
"9","インターネット利用不可","9","FALSE"
